Snapshot_Date,SalesPerson_Name,SalesPersonID,AccountManager_ID,AccountManager_Name,country_id,country_name,Company,Vendor ID,Vendor,Balance Outstanding,Future_Aging,Aging_0_30,Aging_31_60,Aging_61_90,Aging_91_120,Aging_121_180,Aging_181_360,Above_361_Aging,%GT,LP Date,Vendor LP Amount
2025-01-01,Cristian Santos,5,2,Ryan Munoz,4,Lebanon,Williams-Garner,132,Mrs. Janet Chase,309177.03,1982.49,33762.61,36653.31,34214.49,28672.71,30969.78,34296.78,110607.35,0.14,2024-11-27 14:10:51.833609,132697.05
2025-02-01,Cristian Santos,5,2,Ryan Munoz,4,Lebanon,Williams-Garner,132,Mrs. Janet Chase,329569.69,5586.85,31187.48,36851.74,30455.71,36501.72,29889.27,31468.72,133215.06,0.13,2024-11-27 14:10:51.833609,132697.05
2025-03-01,Cristian Santos,5,2,Ryan Munoz,4,Lebanon,Williams-Garner,132,Mrs. Janet Chase,358964.79,5535.8,36979.2,31552.65,36730.43,30755.57,37644.75,27109.45,158192.74,0.14,2024-11-27 14:10:51.833609,132697.05
2023-04-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,927571.44,77609.91,649300.01,185514.29,46378.57,27827.14,9275.71,4637.86,4637.86,0.11,,0.0
2023-05-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,1318737.71,97904.1,560442.24,523214.38,157537.03,40545.1,21655.57,7852.9,7490.49,0.02,,0.0
2023-06-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,559475.79,100621.61,534099.62,25376.17,0.0,0.0,0.0,0.0,0.0,0.04,2023-05-12 14:10:51.834170,1120490.92
2023-07-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,897094.65,57825.61,543516.48,337539.88,16038.29,0.0,0.0,0.0,0.0,0.1,2023-05-12 14:10:51.834170,1120490.92
2023-08-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,391916.45,48262.38,391916.45,0.0,0.0,0.0,0.0,0.0,0.0,0.06,2023-07-13 14:10:51.834398,849463.87
2023-09-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,774468.77,83357.3,473633.48,300835.29,0.0,0.0,0.0,0.0,0.0,0.12,2023-07-13 14:10:51.834398,849463.87
2023-10-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,358079.05,66873.11,358079.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2023-09-26 14:10:51.834614,803294.68
2023-11-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,766358.42,82141.52,480682.43,285675.99,0.0,0.0,0.0,0.0,0.0,0.09,2023-09-26 14:10:51.834614,803294.68
2023-12-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,214314.25,104706.52,214314.25,0.0,0.0,0.0,0.0,0.0,0.0,0.06,2023-11-30 14:10:51.834837,932667.33
2024-01-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,554444.84,95919.62,402809.26,151635.58,0.0,0.0,0.0,0.0,0.0,0.02,2023-11-30 14:10:51.834837,932667.33
2024-02-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,232410.45,87582.09,232410.45,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2024-01-10 14:10:51.835045,719389.4
2024-03-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,623693.3,78156.38,446935.8,176757.5,0.0,0.0,0.0,0.0,0.0,0.14,2024-01-10 14:10:51.835045,719389.4
2024-04-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,200939.61,79784.41,200939.61,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2024-03-22 14:10:51.835243,709389.74
2024-05-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,526926.76,78402.14,388773.43,138153.33,0.0,0.0,0.0,0.0,0.0,0.07,2024-03-22 14:10:51.835243,709389.74
2024-06-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,280906.14,48827.81,280906.14,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2024-05-18 14:10:51.835449,638565.55
2024-07-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,657793.8,42476.73,448550.57,209243.23,0.0,0.0,0.0,0.0,0.0,0.03,2024-05-18 14:10:51.835449,638565.55
2024-08-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,198282.57,102247.39,198282.57,0.0,0.0,0.0,0.0,0.0,0.0,0.13,2024-07-13 14:10:51.835644,832807.96
2024-09-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,542925.4,91137.41,390612.72,152312.68,0.0,0.0,0.0,0.0,0.0,0.04,2024-07-13 14:10:51.835644,832807.96
2024-10-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,299170.9,107865.8,299170.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2024-09-19 14:10:51.835850,649250.47
2024-11-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,587329.33,77101.11,350947.52,236381.81,0.0,0.0,0.0,0.0,0.0,0.09,2024-09-19 14:10:51.835850,649250.47
2024-12-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,168923.1,113104.8,168923.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2024-11-18 14:10:51.836048,813266.41
2025-01-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,540248.7,74275.07,425892.26,114356.44,0.0,0.0,0.0,0.0,0.0,0.11,2024-11-18 14:10:51.836048,813266.41
2025-02-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,206938.64,63642.16,206938.64,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2025-01-15 14:10:51.836240,653085.23
2025-03-01,Allison Hill,1,4,Jamie Arnold,4,Lebanon,"Sparks, Pearson and Hernandez",133,Roberta Hughes,556245.44,40310.35,411899.51,144345.93,0.0,0.0,0.0,0.0,0.0,0.11,2025-01-15 14:10:51.836240,653085.23
2023-04-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,22226.08,2320.49,11113.04,6667.82,2222.61,1111.3,666.78,222.26,222.26,0.09,,0.0
2023-05-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,32096.37,2567.08,12573.79,10767.07,4965.44,1837.49,1071.24,522.99,358.36,0.03,,0.0
2023-06-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,44238.92,1430.3,16663.66,12278.92,8365.9,3556.84,1794.46,901.17,677.97,0.11,,0.0
2023-07-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,49643.76,1516.5,14018.57,15442.82,12734.62,6544.11,903.65,0.0,0.0,0.08,2023-06-19 14:10:51.836704,4683.76
2023-08-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,58762.67,1048.35,13329.65,14837.45,13733.03,11567.17,4650.25,645.12,0.0,0.04,2023-06-19 14:10:51.836704,4683.76
2023-09-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,71831.22,3606.12,17476.82,12756.83,15057.96,13569.7,8662.76,3796.52,510.63,0.04,2023-06-19 14:10:51.836704,4683.76
2023-10-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,55666.91,2252.98,16415.54,15283.64,13242.19,10725.54,0.0,0.0,0.0,0.04,2023-09-23 14:10:51.837009,25900.18
2023-11-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,66723.26,2131.61,15284.83,16542.38,14343.24,12520.35,8032.46,0.0,0.0,0.08,2023-09-23 14:10:51.837009,25900.18
2023-12-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,79128.43,3280.5,17335.83,16819.23,15462.73,12426.65,11327.68,5756.31,0.0,0.11,2023-09-23 14:10:51.837009,25900.18
2024-01-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,65006.27,1132.95,13097.43,16609.16,15683.25,16006.63,3609.8,0.0,0.0,0.07,2023-12-14 14:10:51.837297,21348.01
2024-02-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,76136.7,2462.5,14178.17,15081.45,16000.54,17050.55,11312.57,2513.42,0.0,0.15,2023-12-14 14:10:51.837297,21348.01
2024-03-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,86513.93,2448.35,15676.7,11931.04,15815.65,17348.07,16267.11,7585.77,1889.59,0.15,2023-12-14 14:10:51.837297,21348.01
2024-04-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,66538.22,2296.74,13151.75,15994.69,13759.87,14583.49,9048.42,0.0,0.0,0.12,2024-03-28 14:10:51.837592,28976.57
2024-05-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,76800.54,2700.03,14018.11,13765.99,14654.48,14431.31,13809.05,6121.6,0.0,0.11,2024-03-28 14:10:51.837592,28976.57
2024-06-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,87491.88,3176.21,16198.63,12941.58,13951.32,15184.4,12621.59,12184.82,4409.54,0.06,2024-03-28 14:10:51.837592,28976.57
2024-07-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,72401.11,1209.56,12673.3,15301.36,12302.07,16046.67,13738.66,2339.05,0.0,0.13,2024-06-20 14:10:51.837887,22526.28
2024-08-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,83129.56,1711.24,13673.26,15648.45,13628.93,13960.92,15247.93,9434.21,1535.86,0.12,2024-06-20 14:10:51.837887,22526.28
2024-09-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,94065.89,2221.15,15396.35,13094.16,15186.68,15201.21,12424.31,13790.03,8973.15,0.13,2024-06-20 14:10:51.837887,22526.28
2024-10-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,93705.79,1051.99,14558.89,15128.57,14726.22,14796.5,14159.68,11549.15,8786.79,0.08,2024-09-11 14:10:51.838173,10632.95
2024-11-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,104093.94,2054.7,15705.37,13242.63,14948.75,16108.92,12626.74,13997.88,17463.65,0.1,2024-09-11 14:10:51.838173,10632.95
2024-12-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,116082.49,2008.21,17192.85,14630.56,14898.69,15196.72,14224.63,11425.43,28513.61,0.05,2024-09-11 14:10:51.838173,10632.95
2025-01-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,90407.38,2148.69,14888.58,15645.82,14602.63,15261.09,13895.95,13723.43,2389.89,0.03,2024-12-13 14:10:51.838458,34304.54
2025-02-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,99227.08,1248.33,13397.42,16409.57,14982.67,15060.96,14761.95,12229.37,12385.13,0.05,2024-12-13 14:10:51.838458,34304.54
2025-03-01,Angie Henderson,3,2,Ryan Munoz,3,Saudi Arabia,Kane-Sawyer,134,Beth Sanford,112858.99,3776.9,17465.2,14694.87,15855.89,13855.54,15922.72,13842.6,21222.16,0.08,2024-12-13 14:10:51.838458,34304.54
2023-04-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,31474.97,4164.12,7738.85,8477.19,6781.75,5086.31,1695.44,1017.26,678.17,0.02,,0.0
2023-05-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,46034.86,2465.39,16316.81,7907.01,8964.98,5468.57,4431.27,1635.37,1310.84,0.04,,0.0
2023-06-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,67633.53,5068.52,26617.86,13005.41,8083.79,8390.65,5856.16,3145.76,2533.9,0.15,,0.0
2023-07-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,66236.87,2194.38,19464.74,22901.08,11820.34,9096.46,2954.26,0.0,0.0,0.05,2023-06-22 14:10:51.839080,13692.92
2023-08-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,81334.1,4470.53,22258.82,17899.54,20121.79,11880.62,7345.89,1827.45,0.0,0.11,2023-06-22 14:10:51.839080,13692.92
2023-09-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,102772.2,2345.14,29672.76,17891.0,18227.53,19733.57,10277.44,5756.79,1213.11,0.1,2023-06-22 14:10:51.839080,13692.92
2023-10-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,77941.66,2154.56,25103.34,29286.56,17410.62,6141.14,0.0,0.0,0.0,0.02,2023-09-24 14:10:51.839414,43534.89
2023-11-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,94491.95,2749.68,23407.84,29137.4,23567.72,13637.46,4741.53,0.0,0.0,0.07,2023-09-24 14:10:51.839414,43534.89
2023-12-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,117569.01,3307.4,31664.47,22640.5,26200.91,22354.74,11634.62,3073.77,0.0,0.04,2023-09-24 14:10:51.839414,43534.89
2024-01-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,101326.71,1698.19,18627.19,31176.81,22615.31,26784.03,2123.37,0.0,0.0,0.03,2023-12-08 14:10:51.839704,28360.15
2024-02-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,117123.0,4714.86,22487.13,18340.89,30397.61,23323.72,21081.06,1492.59,0.0,0.07,2023-12-08 14:10:51.839704,28360.15
2024-03-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,138530.53,6086.37,26727.93,23179.13,20961.93,29567.32,22216.59,14969.61,908.02,0.14,2023-12-08 14:10:51.839704,28360.15
2024-04-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,129928.05,2082.53,21937.21,28573.94,20616.59,24454.32,27755.01,6590.98,0.0,0.13,2024-03-31 14:10:51.840012,23825.4
2024-05-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,145816.27,2003.38,21449.95,25870.54,25346.5,21255.49,26605.56,20384.09,4904.14,0.08,2024-03-31 14:10:51.840012,23825.4
2024-06-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,164848.14,2743.17,26390.31,19598.24,28946.72,25021.7,20346.75,25486.12,19058.3,0.08,2024-03-31 14:10:51.840012,23825.4
2024-07-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,122478.4,2100.86,19367.98,26160.36,20427.03,30328.81,20263.53,5930.69,0.0,0.02,2024-06-25 14:10:51.840291,54453.64
2024-08-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,142896.48,4805.89,25581.4,19775.32,26440.96,21261.64,29491.03,16757.38,3588.75,0.1,2024-06-25 14:10:51.840291,54453.64
2024-09-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,164770.09,4190.58,31827.66,21378.92,21752.46,26313.64,19566.0,29302.71,14628.71,0.1,2024-06-25 14:10:51.840291,54453.64
2024-10-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,126336.89,3696.03,23516.08,29539.22,21119.95,20153.49,27298.51,4709.64,0.0,0.11,2024-09-17 14:10:51.840580,52437.77
2024-11-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,142122.23,3781.96,23737.08,24319.52,27096.54,19326.68,22494.9,21468.88,3678.63,0.06,2024-09-17 14:10:51.840580,52437.77
2024-12-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,166098.4,3967.55,31207.79,25336.55,24265.96,23147.66,22837.6,19276.98,20025.87,0.11,2024-09-17 14:10:51.840580,52437.77
2025-01-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,102032.67,2137.24,19047.55,28870.53,24903.79,24495.98,4714.82,0.0,0.0,0.04,2024-12-08 14:10:51.840876,75110.6
2025-02-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,120283.61,5246.56,24952.01,20210.62,26608.55,24307.92,20983.17,3221.34,0.0,0.05,2024-12-08 14:10:51.840876,75110.6
2025-03-01,Allison Hill,1,3,Monica Herrera,2,United Arab Emirates,"Thomas, Pitts and Booker",135,Joseph Bryant,142227.34,5469.3,29195.55,21821.86,22102.01,28394.18,22795.15,15632.16,2286.44,0.11,2024-12-08 14:10:51.840876,75110.6
2023-04-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,21724.65,1199.84,10862.33,6517.4,2172.47,1086.23,651.74,217.25,217.25,0.15,,0.0
2023-05-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,29655.42,2235.01,10135.86,10104.75,5611.29,1917.77,956.4,553.5,375.84,0.06,,0.0
2023-06-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,37330.57,2072.44,10863.4,9560.14,9268.66,4568.72,1438.85,892.64,738.16,0.15,,0.0
2023-07-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,34673.59,770.93,9242.68,11188.75,9475.31,4766.86,0.0,0.0,0.0,0.03,2023-06-12 14:10:51.841462,9441.98
2023-08-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,43300.28,1813.39,10626.01,10613.5,10672.89,7603.53,3784.35,0.0,0.0,0.01,2023-06-12 14:10:51.841462,9441.98
2023-09-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,64653.81,1905.85,10841.39,25044.03,9269.53,11035.62,6029.85,2433.39,0.0,0.04,2023-06-12 14:10:51.841462,9441.98
2023-10-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,63467.69,645.61,10571.64,15705.2,18201.68,10612.71,8376.46,0.0,0.0,0.09,2023-09-06 14:10:51.841752,7579.91
2023-11-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,69801.01,1689.41,9536.46,13073.92,16835.64,14348.42,10266.28,5740.3,0.0,0.04,2023-09-06 14:10:51.841752,7579.91
2023-12-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,76950.94,1285.35,10929.86,8768.31,15971.83,14762.46,13681.1,8663.49,4173.89,0.09,2023-09-06 14:10:51.841752,7579.91
2024-01-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,69024.11,2199.72,12549.68,9893.23,9975.61,14401.02,15227.02,6977.55,0.0,0.13,2023-12-21 14:10:51.842064,16117.04
2024-02-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,77615.02,1735.9,13173.64,11342.47,9891.65,11675.27,12399.66,13851.5,5280.83,0.12,2023-12-21 14:10:51.842064,16117.04
2024-03-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,84052.44,1900.8,9300.99,14137.89,10049.32,11316.19,11141.33,14200.38,13906.34,0.02,2023-12-21 14:10:51.842064,16117.04
2024-04-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,82965.1,1913.38,11970.54,9891.15,12795.81,11205.59,11594.13,11716.03,13791.85,0.11,2024-03-24 14:10:51.842616,9357.56
2024-05-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,90638.83,1041.67,10400.51,12121.46,10271.03,13386.15,10341.07,11793.93,22324.67,0.04,2024-03-24 14:10:51.842616,9357.56
2024-06-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,97074.81,1541.92,9210.69,12443.78,10642.26,10679.56,12306.45,11971.3,29820.77,0.09,2024-03-24 14:10:51.842616,9357.56
2024-07-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,89843.69,796.91,9552.84,9378.74,12675.54,10704.36,10487.79,13683.08,23361.35,0.07,2024-06-23 14:10:51.843127,13744.98
2024-08-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,97652.42,1842.29,10243.66,10558.74,8588.19,12711.81,11861.66,11060.07,32628.3,0.02,2024-06-23 14:10:51.843127,13744.98
2024-09-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,106050.33,2085.99,11674.05,10123.44,10644.1,9330.77,11282.93,11972.89,41022.15,0.07,2024-06-23 14:10:51.843127,13744.98
2024-10-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,89260.29,670.91,10754.81,11278.88,10123.85,9779.87,10273.44,11732.56,25316.88,0.03,2024-09-06 14:10:51.843455,23294.37
2024-11-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,97223.7,1246.93,11622.49,10517.01,10273.32,9775.95,11392.58,9274.67,34367.69,0.1,2024-09-06 14:10:51.843455,23294.37
2024-12-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,104414.23,1182.63,11380.7,10359.55,11121.72,10506.56,9053.17,12009.09,39983.44,0.05,2024-09-06 14:10:51.843455,23294.37
2025-01-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,94649.67,1708.9,11877.34,10741.74,9201.18,12003.86,10442.3,9464.16,30919.09,0.02,2024-12-17 14:10:51.843762,17462.48
2025-02-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,100761.85,660.53,9307.06,12491.0,10570.06,9286.7,11889.08,10063.66,37154.3,0.14,2024-12-17 14:10:51.843762,17462.48
2025-03-01,Daniel Wagner,4,4,Jamie Arnold,4,Lebanon,"Schwartz, Santos and Christian",136,Richard Baker,107560.36,1488.8,9911.39,8952.69,13782.48,8557.99,10953.72,11294.67,44107.41,0.07,2024-12-17 14:10:51.843762,17462.48
2023-04-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,196178.45,17984.98,98089.23,58853.54,19617.85,9808.92,5885.35,1961.78,1961.78,0.03,,0.0
2023-05-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,279538.5,12597.69,104787.15,98668.21,43278.15,16934.17,8230.47,4177.24,3463.11,0.07,,0.0
2023-06-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,347582.9,7368.63,101925.2,109761.22,69457.49,38387.3,14874.09,7058.8,6118.8,0.05,,0.0
2023-07-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,307151.83,13329.51,90267.15,113602.8,86426.01,16855.87,0.0,0.0,0.0,0.14,2023-06-22 14:10:51.844436,104467.92
2023-08-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,395725.04,24698.36,114448.47,89103.7,113848.22,65001.34,13323.32,0.0,0.0,0.12,2023-06-22 14:10:51.844436,104467.92
2023-09-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,465603.31,20125.41,114375.6,92436.0,98401.51,104063.23,47539.55,8787.43,0.0,0.09,2023-06-22 14:10:51.844436,104467.92
2023-10-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,404676.82,21345.69,126691.37,104730.19,77502.89,95752.35,0.0,0.0,0.0,0.07,2023-09-15 14:10:51.844768,143295.98
2023-11-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,480269.08,14875.64,103410.68,128522.69,100837.36,84915.12,62583.25,0.0,0.0,0.09,2023-09-15 14:10:51.844768,143295.98
2023-12-01,Abigail Shaffer,7,1,Gabrielle Davis,1,United Kingdom,Sims-Clay,137,Shannon James,566745.31,22458.46,118536.63,114882.87,123810.43,80706.89,80369.04,48439.45,0.0,0.03,2023-09-15 14:10:51.844768,143295.98
